game_id,season,date,week,game_type,home,away,away_q1,away_q2,away_q3,away_q4,away_ot,away_total,away_team_x,home_q1,home_q2,home_q3,home_q4,home_ot,home_total,home_team_x,away_team_y,home_team_y,away_first_downs,away_total_yards,away_turnovers,home_first_downs,home_total_yards,home_turnovers,away_fourth_down_conv_att,away_third_down_conv_att,away_fourth_down_conv_made,away_third_down_conv_made,home_fourth_down_conv_att,home_third_down_conv_att,home_fourth_down_conv_made,home_third_down_conv_made,away_time_of_possession_seconds,home_time_of_possession_seconds,point_diff,winner,loser
201609110phi,2016,2016-09-11,,,Philadelphia Eagles,Cleveland Browns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201609110kan,2016,2016-09-11,,,Kansas City Chiefs,San Diego Chargers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201609110oti,2016,2016-09-11,,,Tennessee Titans,Minnesota Vikings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201609110nor,2016,2016-09-11,,,New Orleans Saints,Oakland Raiders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201609110sea,2016,2016-09-11,,,Seattle Seahawks,Miami Dolphins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201609110clt,2016,2016-09-11,,,Indianapolis Colts,Detroit Lions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201609110dal,2016,2016-09-11,,,Dallas Cowboys,New York Giants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201609110crd,2016,2016-09-11,,,Arizona Cardinals,New England Patriots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201609120was,2016,2016-09-12,,,Washington Redskins,Pittsburgh Steelers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201609120sfo,2016,2016-09-12,,,San Francisco 49ers,Los Angeles Rams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201609150buf,2016,2016-09-15,,,Buffalo Bills,New York Jets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201609180pit,2016,2016-09-18,,,Pittsburgh Steelers,Cincinnati Bengals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201609180cle,2016,2016-09-18,,,Cleveland Browns,Baltimore Ravens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201609180det,2016,2016-09-18,,,Detroit Lions,Tennessee Titans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201609180htx,2016,2016-09-18,,,Houston Texans,Kansas City Chiefs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201609180nwe,2016,2016-09-18,,,New England Patriots,Miami Dolphins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201609180car,2016,2016-09-18,,,Carolina Panthers,San Francisco 49ers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201609180was,2016,2016-09-18,,,Washington Redskins,Dallas Cowboys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201609180nyg,2016,2016-09-18,,,New York Giants,New Orleans Saints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201609180crd,2016,2016-09-18,,,Arizona Cardinals,Tampa Bay Buccaneers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201609180ram,2016,2016-09-18,,,Los Angeles Rams,Seattle Seahawks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201609180rai,2016,2016-09-18,,,Oakland Raiders,Atlanta Falcons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201609180den,2016,2016-09-18,,,Denver Broncos,Indianapolis Colts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201609180sdg,2016,2016-09-18,,,San Diego Chargers,Jacksonville Jaguars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201609180min,2016,2016-09-18,,,Minnesota Vikings,Green Bay Packers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201609190chi,2016,2016-09-19,,,Chicago Bears,Philadelphia Eagles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201609220nwe,2016,2016-09-22,,,New England Patriots,Houston Texans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201609250buf,2016,2016-09-25,,,Buffalo Bills,Arizona Cardinals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201609250car,2016,2016-09-25,,,Carolina Panthers,Minnesota Vikings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201609250cin,2016,2016-09-25,,,Cincinnati Bengals,Denver Broncos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201609250mia,2016,2016-09-25,,,Miami Dolphins,Cleveland Browns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201609250gnb,2016,2016-09-25,,,Green Bay Packers,Detroit Lions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201609250jax,2016,2016-09-25,,,Jacksonville Jaguars,Baltimore Ravens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201609250nyg,2016,2016-09-25,,,New York Giants,Washington Redskins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201609250oti,2016,2016-09-25,,,Tennessee Titans,Oakland Raiders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201609250tam,2016,2016-09-25,,,Tampa Bay Buccaneers,Los Angeles Rams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201609250sea,2016,2016-09-25,,,Seattle Seahawks,San Francisco 49ers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201609250clt,2016,2016-09-25,,,Indianapolis Colts,San Diego Chargers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201609250phi,2016,2016-09-25,,,Philadelphia Eagles,Pittsburgh Steelers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201609250kan,2016,2016-09-25,,,Kansas City Chiefs,New York Jets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201609250dal,2016,2016-09-25,,,Dallas Cowboys,Chicago Bears,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201609260nor,2016,2016-09-26,,,New Orleans Saints,Atlanta Falcons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201609290cin,2016,2016-09-29,,,Cincinnati Bengals,Miami Dolphins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610020jax,2016,2016-10-02,,,Jacksonville Jaguars,Indianapolis Colts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610020chi,2016,2016-10-02,,,Chicago Bears,Detroit Lions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610020nwe,2016,2016-10-02,,,New England Patriots,Buffalo Bills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610020htx,2016,2016-10-02,,,Houston Texans,Tennessee Titans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610020rav,2016,2016-10-02,,,Baltimore Ravens,Oakland Raiders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610020nyj,2016,2016-10-02,,,New York Jets,Seattle Seahawks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610020atl,2016,2016-10-02,,,Atlanta Falcons,Carolina Panthers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610020was,2016,2016-10-02,,,Washington Redskins,Cleveland Browns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610020tam,2016,2016-10-02,,,Tampa Bay Buccaneers,Denver Broncos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610020crd,2016,2016-10-02,,,Arizona Cardinals,Los Angeles Rams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610020sfo,2016,2016-10-02,,,San Francisco 49ers,Dallas Cowboys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610020sdg,2016,2016-10-02,,,San Diego Chargers,New Orleans Saints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610020pit,2016,2016-10-02,,,Pittsburgh Steelers,Kansas City Chiefs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610030min,2016,2016-10-03,,,Minnesota Vikings,New York Giants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610060sfo,2016,2016-10-06,,,San Francisco 49ers,Arizona Cardinals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610090clt,2016,2016-10-09,,,Indianapolis Colts,Chicago Bears,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610090cle,2016,2016-10-09,,,Cleveland Browns,New England Patriots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610090det,2016,2016-10-09,,,Detroit Lions,Philadelphia Eagles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610090mia,2016,2016-10-09,,,Miami Dolphins,Tennessee Titans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610090pit,2016,2016-10-09,,,Pittsburgh Steelers,New York Jets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610090rav,2016,2016-10-09,,,Baltimore Ravens,Washington Redskins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610090min,2016,2016-10-09,,,Minnesota Vikings,Houston Texans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610090den,2016,2016-10-09,,,Denver Broncos,Atlanta Falcons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610090ram,2016,2016-10-09,,,Los Angeles Rams,Buffalo Bills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610090dal,2016,2016-10-09,,,Dallas Cowboys,Cincinnati Bengals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610090rai,2016,2016-10-09,,,Oakland Raiders,San Diego Chargers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610090gnb,2016,2016-10-09,,,Green Bay Packers,New York Giants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610100car,2016,2016-10-10,,,Carolina Panthers,Tampa Bay Buccaneers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610130sdg,2016,2016-10-13,,,San Diego Chargers,Denver Broncos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610160buf,2016,2016-10-16,,,Buffalo Bills,San Francisco 49ers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610160chi,2016,2016-10-16,,,Chicago Bears,Jacksonville Jaguars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610160nwe,2016,2016-10-16,,,New England Patriots,Cincinnati Bengals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610160oti,2016,2016-10-16,,,Tennessee Titans,Cleveland Browns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610160det,2016,2016-10-16,,,Detroit Lions,Los Angeles Rams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610160mia,2016,2016-10-16,,,Miami Dolphins,Pittsburgh Steelers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610160nyg,2016,2016-10-16,,,New York Giants,Baltimore Ravens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610160was,2016,2016-10-16,,,Washington Redskins,Philadelphia Eagles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610160nor,2016,2016-10-16,,,New Orleans Saints,Carolina Panthers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610160rai,2016,2016-10-16,,,Oakland Raiders,Kansas City Chiefs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610160gnb,2016,2016-10-16,,,Green Bay Packers,Dallas Cowboys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610160sea,2016,2016-10-16,,,Seattle Seahawks,Atlanta Falcons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610160htx,2016,2016-10-16,,,Houston Texans,Indianapolis Colts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610170crd,2016,2016-10-17,,,Arizona Cardinals,New York Jets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610200gnb,2016,2016-10-20,,,Green Bay Packers,Chicago Bears,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610230ram,2016,2016-10-23,,,Los Angeles Rams,New York Giants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610230jax,2016,2016-10-23,,,Jacksonville Jaguars,Oakland Raiders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610230phi,2016,2016-10-23,,,Philadelphia Eagles,Minnesota Vikings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610230mia,2016,2016-10-23,,,Miami Dolphins,Buffalo Bills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610230cin,2016,2016-10-23,,,Cincinnati Bengals,Cleveland Browns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610230oti,2016,2016-10-23,,,Tennessee Titans,Indianapolis Colts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610230det,2016,2016-10-23,,,Detroit Lions,Washington Redskins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610230kan,2016,2016-10-23,,,Kansas City Chiefs,New Orleans Saints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610230nyj,2016,2016-10-23,,,New York Jets,Baltimore Ravens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610230atl,2016,2016-10-23,,,Atlanta Falcons,San Diego Chargers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610230sfo,2016,2016-10-23,,,San Francisco 49ers,Tampa Bay Buccaneers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610230pit,2016,2016-10-23,,,Pittsburgh Steelers,New England Patriots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610230crd,2016,2016-10-23,,,Arizona Cardinals,Seattle Seahawks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610240den,2016,2016-10-24,,,Denver Broncos,Houston Texans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610270oti,2016,2016-10-27,,,Tennessee Titans,Jacksonville Jaguars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610300cin,2016,2016-10-30,,,Cincinnati Bengals,Washington Redskins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610300car,2016,2016-10-30,,,Carolina Panthers,Arizona Cardinals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610300buf,2016,2016-10-30,,,Buffalo Bills,New England Patriots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610300cle,2016,2016-10-30,,,Cleveland Browns,New York Jets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610300clt,2016,2016-10-30,,,Indianapolis Colts,Kansas City Chiefs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610300tam,2016,2016-10-30,,,Tampa Bay Buccaneers,Oakland Raiders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610300nor,2016,2016-10-30,,,New Orleans Saints,Seattle Seahawks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610300htx,2016,2016-10-30,,,Houston Texans,Detroit Lions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610300den,2016,2016-10-30,,,Denver Broncos,San Diego Chargers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610300atl,2016,2016-10-30,,,Atlanta Falcons,Green Bay Packers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610300dal,2016,2016-10-30,,,Dallas Cowboys,Philadelphia Eagles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610310chi,2016,2016-10-31,,,Chicago Bears,Minnesota Vikings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201611030tam,2016,2016-11-03,,,Tampa Bay Buccaneers,Atlanta Falcons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201611060kan,2016,2016-11-06,,,Kansas City Chiefs,Jacksonville Jaguars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201611060mia,2016,2016-11-06,,,Miami Dolphins,New York Jets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201611060nyg,2016,2016-11-06,,,New York Giants,Philadelphia Eagles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201611060rav,2016,2016-11-06,,,Baltimore Ravens,Pittsburgh Steelers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201611060cle,2016,2016-11-06,,,Cleveland Browns,Dallas Cowboys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201611060min,2016,2016-11-06,,,Minnesota Vikings,Detroit Lions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201611060ram,2016,2016-11-06,,,Los Angeles Rams,Carolina Panthers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201611060sfo,2016,2016-11-06,,,San Francisco 49ers,New Orleans Saints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201611060gnb,2016,2016-11-06,,,Green Bay Packers,Indianapolis Colts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201611060sdg,2016,2016-11-06,,,San Diego Chargers,Tennessee Titans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201611060rai,2016,2016-11-06,,,Oakland Raiders,Denver Broncos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201611070sea,2016,2016-11-07,,,Seattle Seahawks,Buffalo Bills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201611100rav,2016,2016-11-10,,,Baltimore Ravens,Cleveland Browns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201611130car,2016,2016-11-13,,,Carolina Panthers,Kansas City Chiefs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201611130tam,2016,2016-11-13,,,Tampa Bay Buccaneers,Chicago Bears,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201611130oti,2016,2016-11-13,,,Tennessee Titans,Green Bay Packers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201611130jax,2016,2016-11-13,,,Jacksonville Jaguars,Houston Texans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201611130was,2016,2016-11-13,,,Washington Redskins,Minnesota Vikings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201611130phi,2016,2016-11-13,,,Philadelphia Eagles,Atlanta Falcons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201611130nor,2016,2016-11-13,,,New Orleans Saints,Denver Broncos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201611130nyj,2016,2016-11-13,,,New York Jets,Los Angeles Rams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201611130sdg,2016,2016-11-13,,,San Diego Chargers,Miami Dolphins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201611130crd,2016,2016-11-13,,,Arizona Cardinals,San Francisco 49ers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201611130pit,2016,2016-11-13,,,Pittsburgh Steelers,Dallas Cowboys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201611130nwe,2016,2016-11-13,,,New England Patriots,Seattle Seahawks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201611140nyg,2016,2016-11-14,,,New York Giants,Cincinnati Bengals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201611170car,2016,2016-11-17,,,Carolina Panthers,New Orleans Saints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201611200cin,2016,2016-11-20,,,Cincinnati Bengals,Buffalo Bills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201611200nyg,2016,2016-11-20,,,New York Giants,Chicago Bears,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201611200clt,2016,2016-11-20,,,Indianapolis Colts,Tennessee Titans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201611200min,2016,2016-11-20,,,Minnesota Vikings,Arizona Cardinals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201611200dal,2016,2016-11-20,,,Dallas Cowboys,Baltimore Ravens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201611200det,2016,2016-11-20,,,Detroit Lions,Jacksonville Jaguars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201611200kan,2016,2016-11-20,,,Kansas City Chiefs,Tampa Bay Buccaneers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201611200cle,2016,2016-11-20,,,Cleveland Browns,Pittsburgh Steelers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201611200ram,2016,2016-11-20,,,Los Angeles Rams,Miami Dolphins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201611200sfo,2016,2016-11-20,,,San Francisco 49ers,New England Patriots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201611200sea,2016,2016-11-20,,,Seattle Seahawks,Philadelphia Eagles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201611200was,2016,2016-11-20,,,Washington Redskins,Green Bay Packers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201611210rai,2016,2016-11-21,,,Oakland Raiders,Houston Texans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201611240det,2016,2016-11-24,,,Detroit Lions,Minnesota Vikings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201611240dal,2016,2016-11-24,,,Dallas Cowboys,Washington Redskins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201611240clt,2016,2016-11-24,,,Indianapolis Colts,Pittsburgh Steelers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201611270atl,2016,2016-11-27,,,Atlanta Falcons,Arizona Cardinals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201611270buf,2016,2016-11-27,,,Buffalo Bills,Jacksonville Jaguars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201611270chi,2016,2016-11-27,,,Chicago Bears,Tennessee Titans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201611270rav,2016,2016-11-27,,,Baltimore Ravens,Cincinnati Bengals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201611270htx,2016,2016-11-27,,,Houston Texans,San Diego Chargers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201611270mia,2016,2016-11-27,,,Miami Dolphins,San Francisco 49ers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201611270nor,2016,2016-11-27,,,New Orleans Saints,Los Angeles Rams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201611270cle,2016,2016-11-27,,,Cleveland Browns,New York Giants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201611270tam,2016,2016-11-27,,,Tampa Bay Buccaneers,Seattle Seahawks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201611270rai,2016,2016-11-27,,,Oakland Raiders,Carolina Panthers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201611270nyj,2016,2016-11-27,,,New York Jets,New England Patriots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201611270den,2016,2016-11-27,,,Denver Broncos,Kansas City Chiefs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201611280phi,2016,2016-11-28,,,Philadelphia Eagles,Green Bay Packers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201612010min,2016,2016-12-01,,,Minnesota Vikings,Dallas Cowboys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201612040atl,2016,2016-12-04,,,Atlanta Falcons,Kansas City Chiefs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201612040chi,2016,2016-12-04,,,Chicago Bears,San Francisco 49ers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201612040cin,2016,2016-12-04,,,Cincinnati Bengals,Philadelphia Eagles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201612040jax,2016,2016-12-04,,,Jacksonville Jaguars,Denver Broncos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201612040nor,2016,2016-12-04,,,New Orleans Saints,Detroit Lions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201612040gnb,2016,2016-12-04,,,Green Bay Packers,Houston Texans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201612040rav,2016,2016-12-04,,,Baltimore Ravens,Miami Dolphins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201612040nwe,2016,2016-12-04,,,New England Patriots,Los Angeles Rams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201612040rai,2016,2016-12-04,,,Oakland Raiders,Buffalo Bills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201612040crd,2016,2016-12-04,,,Arizona Cardinals,Washington Redskins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201612040pit,2016,2016-12-04,,,Pittsburgh Steelers,New York Giants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201612040sdg,2016,2016-12-04,,,San Diego Chargers,Tampa Bay Buccaneers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201612040sea,2016,2016-12-04,,,Seattle Seahawks,Carolina Panthers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201612050nyj,2016,2016-12-05,,,New York Jets,Indianapolis Colts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201612080kan,2016,2016-12-08,,,Kansas City Chiefs,Oakland Raiders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201612110buf,2016,2016-12-11,,,Buffalo Bills,Pittsburgh Steelers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201612110car,2016,2016-12-11,,,Carolina Panthers,San Diego Chargers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201612110det,2016,2016-12-11,,,Detroit Lions,Chicago Bears,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201612110cle,2016,2016-12-11,,,Cleveland Browns,Cincinnati Bengals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
